"Console","GameName","Review","Score"
"PC","Uprising 2: Lead and Destroy Review","Great","7"
"PC","USAF Review","Super","8"
"PC","Unnecessary Roughness '96 Review","Great","7"
"PC","Ungaria Review","Good","5"
"PC","Descent to Undermountain Review","Bad","3"
"PC","UltraCorps Review","Super","8"
"PC","Ultim@te Race Pro Review","Great","7"
"PC","The Ultimate RPG Archives Review","Great","7"
"PC","Ultima Collection Review","Great","7"
"PC","Tzar: The Burden of the Crown Review","Very Good","6"
"PC","Twisted Metal 2 Review","Very Good","6"
"PC","Twinsen's Odyssey Review","Super","8"
"PC","Turok: Dinosaur Hunter Review","Great","7"
"PC","Front Page Sports: Trophy Rivers Review","Very Good","6"
"PC","Triple Play 99 Review","Super","8"
"PC","Triple Play 98 Review","Super","8"
"PC","Triple Play 97 Review","Excellent","9"
"PC","Tribal Rage Review","Bad","3"
"PC","TrickStyle Review","Very Good","6"
"PC","Treasure Quest Review","Bad","3"
"PC","Tracer Review","Very Good","6"
"PC","Triple Play 2001 Review","Fair","4"
"PC","Triple Play 2000 Review","Great","7"
"PC","Total Pinball 3D Review","Good","5"
"PC","Total Mayhem Review","Great","7"
"PC","Total Distortion Review","Very Good","6"
"PC","Total Control Football Review","Good","5"
"PC","Torin's Passage Review","Great","7"
"PC","Top Gun: Hornet's Nest Review","Bad","3"
"PC","Top Gun: Fire at Will Review","Bad","3"
"PC","Tony La Russa Baseball 3: 1996 Edition Review","Super","8"
"PC","Toy Story Review","Very Good","6"
"PC","The Tone Rebellion Review","Super","8"
"PC","Tomb Raider Review","Super","8"
"PC","Tomb Raider III Review","Very Good","6"
"PC","Touring Car Challenge Review","Super","8"
"PC","Star Trek: The Next Generation - Birth of the Federation Review","Great","7"
"PC","Total Knockout Review","Fair","4"
"PC","Titanic: Adventure out of Time Review","Very Good","6"
"PC","Pro Pinball: Timeshock! Review","Super","8"
"PC","Timelapse Review","Great","7"
"PC","Tiger Woods 99 Review","Great","7"
"PC","Tiger Woods PGA Tour 2000 Review","Great","7"
"PC","TIE Fighter: Collector's CD-ROM Review","Super","8"
"PC","Thunderscape Review","Great","7"
"PC","Test Drive 5 Review","Very Good","6"
"PC","The Dame Was Loaded Review","Very Good","6"
"PC","Test Drive: Off-Road Review","Very Good","6"
"PC","Test Drive 6 Review","Fair","4"
"PC","Terra Nova Review","Excellent","9"
"PC","Terracide Review","Very Good","6"
"PC","Terminal Velocity Review","Very Good","6"
"PC","Temujin: The Capricorn Collection Review","Good","5"
"PC","Team Apache Review","Great","7"
"PC","Test Drive: Off-Road 3 Review","Very Good","6"
"PC","Test Drive: Off-Road 2 Review","Fair","4"
"PC","Thunder Brigade Review","Good","5"
"PC","Tanarus Review","Super","8"
"PC","Tanktics Review","Good","5"
"PC","Take No Prisoners Review","Great","7"
"PC","Syn-Factor Review","Fair","4"
"PC","SWIV 3D Review","Super","8"
"PC","SWAT 3: Close Quarters Battle Review","Super","8"
"PC","Police Quest: SWAT 2 Review","Good","5"
"PC","Surface Tension Review","Very Good","6"
"PC","Superbike World Championship Review","Super","8"
"PC","F/A-18E Super Hornet Review","Very Good","6"
"PC","Superbike 2000 Review","Super","8"
"PC","Superbike World Champions Review","Super","8"
"PC","SubSpace Review","Great","7"
"PC","Sub Culture Review","Great","7"
"PC","Z Review","Great","7"
"PC","Su-27 Flanker Review","Great","7"
"PC","Toonstruck Review","Super","8"
"PC","Striker 96 Review","Great","7"
"PC","Streets of SimCity Review","Fair","4"
"PC","Stratosphere Review","Very Good","6"
"PC","Stratego Review","Great","7"
"PC","Nuclear Strike Review","Great","7"
"PC","North vs. South Review","Good","5"
"PC","Norse by Norsewest Review","Super","8"
"PC","Noir Review","Fair","4"
"PC","NIRA Intense Import Drag Racing Review","Very Good","6"
"PC","Nine Review","Great","7"
"PC","Nihilist Review","Very Good","6"
"PC","Nightmare Creatures Review","Good","5"
"PC","Ring: The Legend of the Nibelungen Review","Bad","3"
"PC","NHRA Drag Racing Review","Good","5"
"PC","NHL Powerplay '98 Review","Great","7"
"PC","NHL Powerplay '96 Review","Super","8"
"PC","NHL 99 Review","Super","8"
"PC","NHL 98 Review","Excellent","9"
"PC","NHL 97 Review","Super","8"
"PC","Stonekeep Review","Very Good","6"
"PC","Space Bunnies Must Die! Review","Good","5"
"PC","Space Bar Review","Great","7"
"PC","South Park Review","Fair","4"
"PC","SoulTrap Review","Good","5"
"PC","Sorry! CD-ROM Review","Great","7"
"PC","Sonic CD Review","Good","5"
"PC","Sonic 3D Blast Review","Good","5"
"PC","Solid Ice Review","Fair","4"
"PC","Soldiers at War Review","Super","8"
"PC","Soldier Boyz Review","Bad","3"
"PC","BattleTech: Solaris Review","Super","8"
"PC","SODA Off-Road Racing Review","Great","7"
"PC","Worldwide Soccer Review","Very Good","6"
"PC","Sid Meier's Gettysburg! Review","Excellent","9"
"PC","Smart Games Challenge 3 Review","Great","7"
"PC","Slave Zero Review","Very Good","6"
"PC","They Call Me... The Skul and The Suit Review","Very Bad","2"
"PC","SkullCracker Review","Worst","1"
"PC","Sin Mission Pack: Wages of Sin Review","Great","7"
"PC","Sinistar: Unleashed Review","Very Good","6"
"PC","SimPark Review","Very Good","6"
"PC","SimIsle: Missions in the Rainforest Review","Great","7"
"PC","SimCopter Review","Great","7"
"PC","SimCity 2000 CD-ROM Review","Great","7"
"PC","SimCity 2000: Network Edition Review","Great","7"
"PC","Silent Thunder: A-10 Tank Killer II Review","Super","8"
"PC","Silent Hunter Review","Super","8"
"PC","Shivers Review","Very Good","6"
"PC","Shivers II: Harvest of Souls Review","Super","8"
"PC","Shipwreckers! Review","Very Good","6"
"PC","Battleground 4: Shiloh Review","Super","8"
"PC","Lost Files of Sherlock Holmes: Case of the Rose Tattoo Review","Very Good","6"
"PC","Shellshock Review","Fair","4"
"PC","Shattered Light Review","Bad","3"
"PC","Shanghai: Second Dynasty Review","Great","7"
"PC","Shanghai: Dynasty Review","Super","8"
"PC","Shadows over Riva Review","Great","7"
"PC","Shadow Master Review","Fair","4"
"PC","Shadow Company: Left for Dead Review","Very Good","6"
"PC","Shadow Watch Review","Great","7"
"PC","Shadoan Review","Great","7"
"PC","Shadows of the Empire Review","Good","5"
"PC","Sci-Fi Channel Trivia Game Review","Good","5"
"PC","Seven Kingdoms Review","Excellent","9"
"PC","Seven Kingdoms II Review","Excellent","9"
"PC","Need for Speed: High Stakes Review","Super","8"
"PC","NFL Quarterback Club '97 Review","Good","5"
"PC","NFL GameDay 99 Review","Great","7"
"PC","NHL '96 Review","Great","7"
"PC","NFL Blitz Review","Excellent","9"
"PC","NFL Fever 2000 Review","Great","7"
"PC","Newman/Haas Racing Review","Good","5"
"PC","Need for Speed III Review","Super","8"
"PC","NET:Zone Review","Bad","3"
"PC","netWAR Review","Great","7"
"PC","Nerf ArenaBlast Review","Great","7"
"PC","Nemesis: The Wizardry Adventure Review","Great","7"
"PC","The Need for Speed Review","Super","8"
"PC","Necrodome Review","Good","5"
"PC","NCAA Final Four 97 Review","Very Good","6"
"PC","NCAA Football 99 Review","Very Good","6"
"PC","NCAA Football 98 Review","Very Good","6"
"PC","NBA Live 99 Review","Super","8"
"PC","NBA Live 98 Review","Super","8"
"PC","NBA Live 2000 Review","Super","8"
"PC","NBA Jam Extreme Review","Fair","4"
"PC","NBA Inside Drive 2000 Review","Great","7"
"PC","NBA Hangtime Review","Great","7"
"PC","NBA Full Court Press Review","Good","5"
"PC","NBA Basketball 2000 Review","Good","5"
"PC","NBA Action 98 Review","Great","7"
"PC","NBA Live 97 Review","Super","8"
"PC","NASCAR Legends Review","Excellent","9"
"PC","NASCAR 2000 Review","Great","7"
"PC","NASCAR Racing 2 Review","Excellent","9"
"PC","Battleground 6: Napoleon in Russia Review","Great","7"
"PC","Napoleon 1813 Review","Very Good","6"
"PC","NAM Review","Fair","4"
"PC","Myth II: Soulblighter Review","Excellent","9"
"PC","Muzzle Velocity Review","Good","5"
"PC","Mutant Penguins Review","Good","5"
"PC","Magic: The Gathering - Duels of the Planeswalkers Review","Very Good","6"
"PC","Microsoft Soccer Review","Fair","4"
"PC","Microsoft Golf 1999 Edition Review","Great","7"
"PC","Microsoft Golf 1998 Edition Review","Super","8"
"PC","Microsoft Flight Simulator 98 Review","Great","7"
"PC","Microsoft Flight Simulator 2000 Review","Super","8"
"PC","Microsoft Flight Simulator for Windows 95 Review","Great","7"
"PC","Microsoft Baseball 2001 Review","Very Good","6"
"PC","Microsoft Baseball 2000 Review","Very Good","6"
"PC","Microsoft Baseball 3D Review","Great","7"
"PC","Motorhead Review","Great","7"
"PC","Moto Racer Review","Great","7"
"PC","Moto Racer 2 Review","Super","8"
"PC","Motocross Madness Review","Super","8"
"PC","Montezuma's Return Review","Great","7"
"PC","Monster Truck Madness Review","Great","7"
"PC","Monopoly Review","Great","7"
"PC","Mummy: Tomb of the Pharaoh Review","Fair","4"
"PC","Monopoly Casino Review","Great","7"
"PC","The Curse of Monkey Island Review","Excellent","9"
"PC","ABC Monday Night Football Review","Great","7"
"PC","War Along the Mohawk Review","Very Good","6"
"PC","Mobil 1 Rally Championship Review","Super","8"
"PC","Mission Critical Review","Super","8"
"PC","3D Ultra Mini Golf Review","Fair","4"
"PC","Monster Truck Madness 2 Review","Great","7"
"PC","MindRover: The Europa Project Review","Super","8"
"PC","Mind Grind Review","Good","5"
"PC","Might and Magic VII: For Blood and Honor Review","Super","8"
"PC","Mode Review","Very Bad","2"
"PC","MiG Alley Review","Excellent","9"
"PC","Midtown Madness Review","Great","7"
"PC","Men In Black: The Game Review","Bad","3"
"PC","Sid Meier's Antietam! Review","Super","8"
"PC","MegaRace 2 Review","Very Good","6"
"PC","MechWarrior 3 Review","Super","8"
"PC","MechWarrior 3: Pirate's Moon Expansion Pack Review","Great","7"
"PC","MechWarrior 2: Mercenaries Review","Super","8"
"PC","MechCommander Gold Review","Great","7"
"PC","MechWarrior 2: Ghost Bear's Legacy Review","Super","8"
"PC","MechCommander Review","Great","7"
"PC","Meat Puppet Review","Fair","4"
"PC","M.A.X. Review","Super","8"
"PC","Mastermind CD-ROM Review","Fair","4"
"PC","Mass Destruction Review","Great","7"
"PC","Marble Drop Review","Good","5"
"PC","Marathon 2 Review","Super","8"
"PC","Man of War II: Chains of Command Review","Very Good","6"
"PC","Manic Karts Review","Bad","3"
"PC","Machine Hunter Review","Bad","3"
"PC","Magic: The Gathering - Spells of the Ancients Review","Super","8"
"PC","Magic: The Gathering Review","Great","7"
"PC","Magic Carpet II: The Netherworlds Review","Excellent","9"
"PC","Magic: The Gathering - BattleMage Review","Bad","3"
"PC","MageSlayer Review","Great","7"
"PC","Madden NFL 99 Review","Super","8"
"PC","Madden NFL 98 Review","Super","8"
"PC","Madden NFL 2000 Review","Great","7"
"PC","Madden NFL 97 Review","Very Good","6"
"PC","Machines Review","Very Good","6"
"PC","M1 Tank Platoon II Review","Super","8"
"PC","iM1A2 Abrams Review","Great","7"
"PC","South Park: Chef's Luv Shack Review","Fair","4"
"PC","Luftwaffe Commander Review","Good","5"
"PC","Lose Your Marbles Review","Great","7"
"PC","Lands of Lore III Review","Fair","4"
"PC","Lands of Lore: Guardians of Destiny Review","Great","7"
"PC","Lords of Magic Review","Very Good","6"
"PC","AH-64D Longbow Review","Super","8"
"PC","Lords of Magic: Special Edition Review","Great","7"
"PC","Lode Runner 2 Review","Super","8"
"PC","Links LS Review","Super","8"
"PC","Links Extreme Review","Good","5"
"PC","Links LS 1999 Edition Review","Excellent","9"
"PC","Links LS 1998 Edition Review","Excellent","9"
"PC","Links 386 CD Review","Great","7"
"PC","Links LS 2000 Review","Great","7"
"PC","Lighthouse Review","Very Good","6"
"PC","Lemmings Paintball Review","Good","5"
"PC","Test Drive Le Mans Review","Very Good","6"
"PC","Leisure Suit Larry's Casino Review","Very Good","6"
"PC","Leisure Suit Larry 7: Love for Sail! Review","Very Good","6"
"PC","LEGO Racers Review","Great","7"
"PC","Legends Football '98 Review","Fair","4"
"PC","The Last Express Review","Great","7"
"PC","Longbow 2 Review","Excellent","9"
"PC","Last Call Review","Very Good","6"
"PC","Tony La Russa Baseball 4 Review","Good","5"
"PC","Lander Review","Good","5"
"PC","Krazy Ivan Review","Good","5"
"PC","Knight's Chase Review","Very Good","6"
"PC","Klingon Honor Guard Review","Very Good","6"
"PC","KKND Xtreme Review","Good","5"
"PC","KKND 2: Krossfire Review","Good","5"
"PC","King's Quest: The Mask of Eternity Review","Great","7"
"PC","Koala Lumpur: Journey to the Edge Review","Great","7"
"PC","Kingdom O' Magic Review","Very Good","6"
"PC","Wing Commander: The Kilrathi Saga Review","Great","7"
"PC","Killing Time Review","Great","7"
"PC","KickOff 97 Review","Very Good","6"
"PC","Juggernaut Corps: First Assault Review","Good","5"
"PC","Joint Strike Fighter Review","Great","7"
"PC","Jeff Gordon XS Racing Review","Very Good","6"
"PC","JetFighter: Full Burn Review","Very Good","6"
"PC","Jet Moto Review","Great","7"
"PC","JetFighter III Review","Very Good","6"
"PC","JetFighter III Enhanced Campaign CD Review","Great","7"
"PC","Jeopardy! Review","Great","7"
"PC","Jedi Knight: Dark Forces II Review","Super","8"
"PC","Jazz Jackrabbit 2 Review","Super","8"
"PC","Jagged Alliance 2 Review","Super","8"
"PC","You Don't Know Jack Sports Review","Excellent","9"
"PC","Jack Nicklaus Online Golf Tour Review","Excellent","9"
"PC","Jack Nicklaus 5 Review","Super","8"
"PC","Jack Nicklaus 4 Review","Super","8"
"PC","KKND Review","Very Good","6"
"PC","You Don't Know Jack Movies Review","Super","8"
"PC","Independence War Deluxe Edition Review","Great","7"
"PC","iPanzer '44 Review","Bad","3"
"PC","Invictus: In the Shadow of Olympus Review","Fair","4"
"PC","Into the Void Review","Bad","3"
"PC","In the First Degree Review","Great","7"
"PC","Interpose Review","Fair","4"
"PC","Interstate '82 Review","Very Good","6"
"PC","Interstate '76 Arsenal Review","Great","7"
"PC","Infocom Classic Text Adventure Masterpieces Review","Great","7"
"PC","Ka-52 Team Alligator Review","Good","5"
"PC","IndyCar Racing II Review","Great","7"
"PC","Indiana Jones and his Desktop Adventures Review","Good","5"
"PC","Indiana Jones and the Infernal Machine Review","Very Good","6"
"PC","Independence Day Review","Good","5"
"PC","Incubation: The Wilderness Missions Review","Super","8"
"PC","Incubation Review","Very Good","6"
"PC","Incoming Review","Great","7"
"PC","Independence War Review","Excellent","9"
"PC","Imperialism Review","Super","8"
"PC","Imperialism II: Age of Exploration Review","Super","8"
"PC","I Have No Mouth, and I Must Scream Review","Fair","4"
"PC","iF/A-18E Carrier Strike Fighter Review","Very Good","6"
"PC","iF-22 Persian Gulf v5.0 Review","Very Good","6"
"PC","Icebreaker Review","Great","7"
"PC","iF-22 Review","Good","5"
"PC","Icarus: Sanctuary of the Gods Review","Very Good","6"
"PC","Hype - The Time Quest Review","Super","8"
"PC","HyperBlade Review","Great","7"
"PC","Hunter Hunted Review","Great","7"
"PC","Humans III: Evolution Lost in Time Review","Very Bad","2"
"PC","Hoyle Solitaire Review","Great","7"
"PC","Hoyle Poker Review","Super","8"
"PC","Hoyle Classic Card Games Review","Great","7"
"PC","Hoyle Classic Board Games Review","Great","7"
"PC","iF-16 Review","Great","7"
"PC","Heroes of Might and Magic II: The Price of Loyalty Review","Very Good","6"
"PC","History of the World Review","Very Bad","2"
"PC","Hind Review","Super","8"
"PC","High Heat Baseball 1999 Review","Great","7"
"PC","Star Trek: Hidden Evil Review","Fair","4"
"PC","Hidden & Dangerous Review","Great","7"
"PC","Sammy Sosa High Heat Baseball 2001 Review","Super","8"
"PC","High Heat Baseball 2000 Review","Super","8"
"PC","Hexplore Review","Very Good","6"
"PC","Hexen Review","Very Good","6"
"PC","Hexen II Mission Pack: Portal of Praevus Review","Super","8"
"PC","Heroes of Might and Magic: A Strategic Quest Review","Great","7"
"PC","Heroes of Might and Magic II: The Succession Wars Review","Super","8"
"PC","Hellfire Review","Great","7"
"PC","Hellbender Review","Very Good","6"
"PC","HeliCOPS Review","Great","7"
"PC","H.E.D.Z. Review","Good","5"
"PC","Heavy Gear Review","Great","7"
"PC","Heavy Gear II Review","Excellent","9"
"PC","Games People Play: Hearts, Spades, Euchre Review","Great","7"
"PC","Heart of Darkness Review","Great","7"
"PC","Harvester Review","Very Good","6"
"PC","Harley-Davidson: Race Across America Review","Good","5"
"PC","Hardline Review","Fair","4"
"PC","Havoc Review","Great","7"
"PC","Hardball 5 Review","Super","8"
"PC","Hardball 6 Review","Great","7"
"PC","Star Trek Deep Space Nine: Harbinger Review","Fair","4"
"PC","Hangsim Review","Good","5"
"PC","Heroes of Might and Magic III: Armageddon's Blade Review","Super","8"
"PC","Gunship! Review","Very Good","6"
"PC","Gunmetal Review","Very Good","6"
"PC","Gubble Review","Great","7"
"PC","Grand Theft Auto: London, 1969 Review","Good","5"
"PC","Gruntz Review","Great","7"
"PC","Grid Runner Review","Very Good","6"
"PC","Greg Norman Ultimate Challenge Golf Review","Great","7"
"PC","Great Battles of Caesar Review","Great","7"
"PC","Grand Theft Auto Review","Very Good","6"
"PC","Grand Slam Review","Good","5"
"PC","Grand Prix Manager Review","Very Good","6"
"PC","Grand Prix II Review","Excellent","9"
"PC","Grand Prix Legends Review","Super","8"
"PC","The Golf Pro Review","Great","7"
"PC","Peter Jacobsen's Golden Tee Golf Review","Good","5"
"PC","Golden Gate Review","Great","7"
"PC","Golden Nugget Review","Great","7"
"PC","G-NOME Review","Very Good","6"
"PC","Global Domination Review","Bad","3"
"PC","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned Review","Very Good","6"
"PC","Get Medieval Review","Great","7"
"PC","Gene Wars Review","Good","5"
"PC","Gender Wars Review","Very Good","6"
"PC","Gazillionaire Deluxe Review","Very Good","6"
"PC","Gangsters Review","Good","5"
"PC","The Game of Life Review","Very Good","6"
"PC","Game, Net & Match! Review","Super","8"
"PC","Galapagos: Mendel's Escape Review","Very Good","6"
"PC","FX Fighter Review","Great","7"
"PC","Full Tilt! Pinball Review","Very Good","6"
"PC","Full Tilt! 2 Pinball Review","Great","7"
"PC","Full Strength Strongman Competition Review","Very Bad","2"
"PC","Fox Sports Soccer '99 Review","Fair","4"
"PC","Frogger Review","Good","5"
"PC","Fox Sports Golf '99 Review","Super","8"
"PC","Free Enterprise Review","Bad","3"
"PC","Front Page Sports: Ski Racing Review","Super","8"
"PC","Front Page Sports: Golf Review","Super","8"
"PC","Front Page Sports: Football Pro '98 Review","Very Good","6"
"PC","Front Page Sports: Baseball Pro '98 Review","Super","8"
"PC","Fox Hunt Review","Very Good","6"
"PC","Forsaken Review","Super","8"
"PC","Forced Alliance Review","Great","7"
"PC","Formula 1 Review","Very Good","6"
"PC","Star Wars: Force Commander Review","Very Good","6"
"PC","Force 21 Review","Very Good","6"
"PC","Front Page Sports: Football Pro '97 Review","Very Good","6"
"PC","Fury 3 Review","Great","7"
"PC","Football Pro '96 Review","Super","8"
"PC","Flying Corps Review","Super","8"
"PC","Microsoft Flight Simulator 5.1 Review","Very Good","6"
"PC","Flight Unlimited III Review","Excellent","9"
"PC","Flight Unlimited II Review","Super","8"
"PC","Flesh Feast Review","Fair","4"
"PC","Flash Point Korea: AH-64D Longbow Review","Excellent","9"
"PC","Flanker 2.0 Review","Super","8"
"PC","FireTeam Review","Super","8"
"PC","Fire Fight Review","Very Good","6"
"PC","Fighting Steel Review","Good","5"
"PC","Fighter Pilot Review","Fair","4"
"PC","Fighter Ace Review","Very Good","6"
"PC","FIFA 99 Review","Excellent","9"
"PC","FIFA Soccer 97 Review","Super","8"
"PC","FIFA 2000 Review","Excellent","9"
"PC","Fatal Abyss Review","Good","5"
"PC","Fantasy General Review","Fair","4"
"PC","Falcon 4.0 Review","Great","7"
"PC","Fade to Black Review","Great","7"
"PC","F/A-18 Korea Review","Super","8"
"PC","F-22 Lightning 3 Review","Super","8"
"PC","F-22 Lightning II Review","Great","7"
"PC","F1 Racing Simulation Review","Excellent","9"
"PC","F-16 Aggressor Review","Very Good","6"
"PC","F/A-18 Hornet 3.0 Review","Very Good","6"
"PC","F-15 Review","Excellent","9"
"PC","Stephen King's F13 Review","Very Bad","2"
"PC","F1 2000 Review","Super","8"
"PC","ESPN Extreme Games Review","Very Good","6"
"PC","Extreme Assault Review","Super","8"
"PC","Extreme Tennis Review","Fair","4"
"PC","Expert Pool Review","Great","7"
"PC","X-COM: First Alien Invasion Review","Very Good","6"
"PC","Excalibur 2555 AD Review","Bad","3"
"PC","Earthworm Jim 1&2: The Whole Can 'O Worms Review","Great","7"
"PC","Evolution Review","Very Good","6"
"PC","EverQuest Review","Super","8"
"PC","Eve Review","Good","5"
"PC","European Air War Review","Super","8"
"PC","Eradicator Review","Great","7"
"PC","Entrepreneur Review","Very Good","6"
"PC","Entombed Enhanced Review","Fair","4"
"PC","Enemy Infestation Review","Great","7"
"PC","Emperor of Fading Suns Review","Very Good","6"
"PC","Emergency: Fighters for Life Review","Fair","4"
"PC","The Elk Moon Murder Review","Fair","4"
"PC","EF2000 Review","Super","8"
"PC","EF2000 v2.0 Review","Excellent","9"
"PC","Ecstatica II Review","Great","7"
"PC","East Front II: The Russian Front Review","Super","8"
"PC","East Front Review","Very Good","6"
"PC","Earthworm Jim Review","Great","7"
"PC","Earthsiege 2 Review","Very Good","6"
"PC","Earth 2140 Review","Very Good","6"
"PC","Dust: A Tale of the Wired West Review","Great","7"
"PC","Magic & Mayhem Review","Very Good","6"
"PC","Druid: Daemons of the Mind Review","Great","7"
"PC","Drowned God Review","Very Good","6"
"PC","Driver Review","Super","8"
"PC","Dragoon: The Battles of Frederick the Great Review","Great","7"
"PC","Dragon Lore II Review","Bad","3"
"PC","DragonHeart: Fire and Steel Review","Bad","3"
"PC","Dragon Dice Review","Good","5"
"PC","Dominion: Storm Over Gift 3 Review","Good","5"
"PC","Dungeon Keeper: The Deeper Dungeons Review","Good","5"
"PC","Discworld II: Mortality Bytes Review","Very Good","6"
"PC","Disciples: Sacred Lands Review","Super","8"
"PC","Diplomacy Review","Fair","4"
"PC","Dilbert's Desktop Games Review","Good","5"
"PC","Die by the Sword Review","Great","7"
"PC","Die by the Sword: Limb from Limb Review","Good","5"
"PC","Die Hard Trilogy Review","Great","7"
"PC","Dirt Track Racing Review","Very Good","6"
"PC","Die Hard Trilogy 2: Viva Las Vegas Review","Bad","3"
"PC","Destruction Derby 2 Review","Great","7"
"PC","Gulf War: Operation Desert Hammer Review","Good","5"
"PC","Demonstar Review","Fair","4"
"PC","Demolition Racer Review","Great","7"
"PC","Demise: Rise of the Ku'Tan Review","Bad","3"
"PC","Delta Force 2 Review","Super","8"
"PC","Deer Hunt Challenge Review","Great","7"
"PC","3DO Games: Decathlon Review","Fair","4"
"PC","DeathKeep Review","Good","5"
"PC","DeathDrome Review","Great","7"
"PC","Deus Review","Bad","3"
"PC","Deadly Tide Review","Very Good","6"
"PC","Jagged Alliance: Deadly Games Review","Great","7"
"PC","Deadlock Review","Great","7"
"PC","Deadlock II: Shrine Wars Review","Great","7"
"PC","Daytona USA Deluxe Review","Very Good","6"
"PC","Dark Side of the Moon Review","Very Good","6"
"PC","Dark Seed II Review","Very Good","6"
"PC","Dark Reign Expansion: Rise of the Shadowhand Review","Super","8"
"PC","Darklight Conflict Review","Great","7"
"PC","The Dark Hour Review","Good","5"
"PC","Dark Earth Review","Super","8"
"PC","Dark Colony Review","Good","5"
"PC","Cylindrix Review","Very Good","6"
"PC","CyberStrike 2 Review","Great","7"
"PC","MissionForce: CyberStorm Review","Super","8"
"PC","Cyberstorm 2: Corporate Wars Review","Very Good","6"
"PC","CyberMage: Darklight Awakening Review","Great","7"
"PC","CyberJudas Review","Super","8"
"PC","Cyberia2 Review","Great","7"
"PC","CyberGladiators Review","Super","8"
"PC","Cutthroats: Terror on the High Seas Review","Good","5"
"PC","The Crystal Skull Review","Good","5"
"PC","Cryptic Passage Review","Super","8"
"PC","Crusader: No Regret Review","Super","8"
"PC","Crush! Deluxe Review","Very Good","6"
"PC","Crusaders of Might and Magic Review","Good","5"
"PC","Creatures 2 Review","Very Good","6"
"PC","Croc 2 Review","Good","5"
"PC","Corsairs Review","Good","5"
"PC","Conquest of the New World Review","Super","8"
"PC","Conquest Earth Review","Bad","3"
"PC","Microsoft Combat Flight Simulator Review","Great","7"
"PC","Combat Chess Review","Very Good","6"
"PC","Colin McRae Rally Review","Very Good","6"
"PC","Comanche 3 Review","Super","8"
"PC","College Slam Review","Very Good","6"
"PC","Maui Mallard in Cold Shadow Review","Great","7"
"PC","Codename Eagle Review","Good","5"
"PC","Conquest of the New World Deluxe Edition Review","Great","7"
"PC","Clue Chronicles: Fatal Illusion Review","Fair","4"
"PC","Clue: Murder at Boddy Mansion Review","Great","7"
"PC","Clue Review","Fair","4"
"PC","Close Combat: A Bridge Too Far Review","Excellent","9"
"PC","CivNet Review","Very Good","6"
"PC","Civilization II Review","Excellent","9"
"PC","Civil War Generals 2: Grant, Lee, Sherman Review","Very Good","6"
"PC","Civilization II: Test of Time Review","Fair","4"
"PC","Civilization II Multiplayer Gold Edition Review","Great","7"
"PC","Civ II: Fantastic Worlds Review","Super","8"
"PC","Civilization: Call to Power Review","Very Good","6"
"PC","Chronicles of the Sword Review","Fair","4"
"PC","Chron X Review","Super","8"
"PC","Chessmaster 7000 Review","Super","8"
"PC","Chessmaster 6000 Review","Super","8"
"PC","Chessmaster 5000 Review","Excellent","9"
"PC","Chaos Overlords Review","Excellent","9"
"PC","Centipede Review","Very Good","6"
"PC","Close Combat: Battle of the Bulge Review","Super","8"
"PC","Close Combat III: The Russian Front Review","Excellent","9"
"PC","Cavewars Review","Very Good","6"
"PC","CART Precision Racing Review","Super","8"
"PC","Carnivores Review","Great","7"
"PC","Carmageddon II: Carpocalypse Now Review","Great","7"
"PC","Capitalism Review","Very Good","6"
"PC","Commandos: Beyond the Call of Duty Review","Very Good","6"
"PC","Callahan's Crosstime Saloon Review","Very Good","6"
"PC","Byzantine: The Betrayal Review","Very Good","6"
"PC","The Journeyman Project 2: Buried in Time Review","Very Good","6"
"PC","Beavis and Butt-head: Bunghole in One Review","Fair","4"
"PC","Battleground 7: Bull Run Review","Great","7"
"PC","Boarder Zone Review","Very Good","6"
"PC","Bug! Review","Very Good","6"
"PC","Buccaneer Review","Fair","4"
"PC","Brunswick Circuit Pro Bowling Review","Great","7"
"PC","Big Red Racing Review","Great","7"
"PC","Broken Sword: The Smoking Mirror Review","Great","7"
"PC","Bridge Deluxe II with Omar Sharif Review","Good","5"
"PC","Braveheart Review","Good","5"
"PC","Brain Dead 13 Review","Bad","3"
"PC","Boss Rally Review","Good","5"
"PC","Boggle CD-ROM Review","Great","7"
"PC","Blood Omen: Legacy of Kain Review","Great","7"
"PC","NFL Blitz 2000 Review","Fair","4"
"PC","Blaze & Blade - Eternal Quest Review","Bad","3"
"PC","Blade Runner Review","Very Good","6"
"PC","Black Dahlia Review","Good","5"
"PC","The Blackstone Chronicles Review","Good","5"
"PC","Birthright: The Gorgon's Alliance Review","Great","7"
"PC","Pro Pinball: Big Race USA Review","Super","8"
"PC","Frank Thomas Big Hurt Baseball Review","Very Good","6"
"PC","Bedlam Review","Very Good","6"
"PC","Beavis and Butt-head Do U. Review","Good","5"
"PC","Beavis and Butt-head in Virtual Stupidity Review","Great","7"
"PC","Beatdown Review","Bad","3"
"PC","The Beast Within: A Gabriel Knight Mystery Review","Super","8"
"PC","Baseball Edition 2000 Review","Good","5"
"PC","Battlespire Review","Very Good","6"
"PC","BattleSport Review","Very Good","6"
"PC","Great Battles of Hannibal Review","Great","7"
"PC","Battle of Britain Review","Great","7"
"PC","Batman Forever: The Arcade Game Review","Fair","4"
"PC","Baseball Mogul Review","Super","8"
"PC","Barrage Review","Very Good","6"
"PC","Balls of Steel Review","Great","7"
